date,tweet_processed,score,sentiment
7/16/2020, jioglass jiogoogle deal jiotv and much more don t miss out on these key announcements from the rilagm click here reliance reliancejio jiomart jiomeet relianceagm mukeshambani explained watch relianceindustries journey to becoming net debt free ahead of its scheduled deadline rilagm reliance reliancejio jioplatforms mukeshambani single login to access content from multiple ott services here s what jiotvplus will be offering soon jiotv reliance relianceagms relianceagm reliancejio marketswithmc shares of relianceindustries declined in early trade today a day after the company s rd agm rilagm reliance ril stockmarket big story here s a quick wrap on key announcements by reliance cmd mukeshambani watch relianceindustries rilagm rilagm relianceagm jio ,0.2782,1
7/17/2020, indian small businesses have the strength and skill to grow and power their journey towards self reliance says nitin gadkari hon ble minister msme govt of india cisco in sbvirtualsummit ciscodesigned ruknamanahai ,0.4939,1
7/18/2020, icymi fantastic no meet reliancejio s fantastic reliance industries cmd mukeshambani announced google as jioplatforms th investor at ril s rd agm on july rilagm relianceagm highlights icymi ril cmd mukeshambani recently announced a homegrown g telecom solution here s a look at why g is such a big deal read reliancejio relianceindustries reliance relianceagm icymi ril cmd mukeshambani recently announced a homegrown g telecom solution here s a look at why g is such a big deal read reliancejio relianceindustries reliance relianceagm icymi relianceindustries aims to become net carbon zero by said cmd mukeshambani at reliance s rd agm this past week details ril reliancejio jioplatforms reliancejio rilagm icymi this past week ril s cmd mukeshambani became the world s th richest person details let s take a look at relianceindustries key market value milestones reliance relianceagm reliancejio ,0.9371,1
7/19/2020, jioglass already supports more than apps are you excited to try it out rilagm relianceagm ril jio reliance icymi jioglass was launched this past week are you excited reliance relianceagm read icymi missed rilagm don t worry we have you covered check all the key highlights here reliancejio relianceindustries reliance relianceagm ,0.4019,1
7/20/2020, ril has received strong interest from strategic and financial investors and plans are underway so what does the competition think relianceindustries reliance ,0.743,1
7/22/2020, relianceindustries partly paid up rights shares traded at rs on the more than double its intrinsic value and up compared to its previous closing marketswithmc stockstowatch ril reliance earningswithmc reliance industries says it will now declare its q fy earnings on july instead of july here s why marketswithmc stockmarket relianceindustries ril reliance ,0.5574,1
7/23/2020, reliancejio topped g speed chart with an average download speed of mbps in june while vodafone and idea led in terms of upload speed trai data trai reliancejio reliance telecom jio marketswithmc relianceindustries hit another milestone in terms of its market value on the back of consistent buying check details ril reliance stockstowatch stockmarket with a net worth of billion relianceindustrieslimited chairman mukeshambani is now the world s fifth richest man watch the video for more relianceindustries reliance reliancejio read ,0.7717,1
7/24/2020, mcopinion jio is well placed to help operators abroad in their journey of becoming a digital telco relianceindustries reliance reliancejio jioplatforms ,0.5859,1
7/26/2020,seven of the most valued firms last week added a whopping rs lakh crore in market valuation largely driven by stellar gains in relianceindustries limited marketswithmc reliance hdfcbank infosys ,0.5709,1
7/29/2020, technicalview the nifty traded lower for the major part of the session due to selling pressure in reliance industries hdfc group auto and technology stocks nifty stockmarket stockstowatch investment ,0.25,1
7/30/2020,while declaring reliance industries q fy results chairman mukesh ambani announced plans to set a g footprint check details earnings relianceindustries mukeshambani g reliancejio reliance industries q fy results key highlights earningswithmc relianceindustries earnings reliance ril covid lockdown ril q fy results reliance industries beat d street estimates in what according to most analysts was a tough quarter here are the key highlights earningswithmc relianceindustries earnings reliance ril covid lockdown reliance retail reports decline in revenue to rs crore operating profit margin fell to versus in the year ago period earningswithmc relianceindustries earnings reliance covid lockdown earningswithmc reliance jio q fy results ebitda margin vs ebitda at rs crore vs rs cr revenue at rs cr vs rs cr net profit at rs cr vs rs cr reliancejio earnings relianceindustries ril earningswithmc reliance industries declares q fy results retail revenue at rs cr vs rs cr retail ebit at rs cr vs rs cr retail ebit margin vs relianceindustries ril earnings reliance earningswithmc reliance industries q fy results refining revenue at rs cr vs rs cr digital services revenue at rs cr vs rs cr digital services ebit at rs cr vs rs relianceindustries ril earnings earningswithmc reliance industries declares q fy results petchem revenue at rs cr vs rs cr petchem ebit at rs cr vs rs cr petchem ebit margin vs relianceindustries ril reliance earnings earningswithmc reliance jio reports net profit of rs crore for q fy against a profit of rs crore in march quarter check more details earningswithmc reliance jio declares q fy results net profit rs crore revenue rs crore average revenue per user reliancejio relianceindustries ril reliance earnings reliancejio flameoftruth earningswithmc reliance industries declares q fy results reports consolidated profit of rs crore for q fy compared to rs crore qoq relianceindustries ril reliance earnings earningswithmc reliance industries declares q fy results revenue rs crore consolidated profit rs cr ebitda rs cr ebitda margin relianceindustries ril reliance earnings flameoftruth therohitbansal a graphic comparison of ril s m cap and gdps of indian states read relianceindustries reliance reliancejio mukeshambani marketswithmc relianceindustries share price gained almost intraday ahead of its june quarter numbers reliance reliancejio ril stockstowatch stockmarket yesbank takes possession of reliance centre the headquarters of the anil ambani group here s what we know so far business businessnews anilambani ,0.9976,1
7/31/2020, years of mobility reliance industries cmd mukesh ambani speaks about the fundamental ways in which mobile telephony has changed and transformed india relianceindustries mukeshambani reliance ril tech point analysis ril beat d street estimates in what according to analysts was a tough quarter so what should investors do post q results relianceindustries reliancejio reliance ,-0.128,-1
8/1/2020,a graphic comparison of ril s m cap and gdps of indian states read relianceindustries reliance ril q fy results reliance industries beat d street estimates in what according to most analysts was a tough quarter here are the key highlights earningswithmc relianceindustries earnings reliance ril covid lockdown ,-0.1935,-1
8/2/2020,bank nifty is a laggard and witnessed a sharp reversal from its double top of levels it tested in july says rajeev srivastava of reliance securities ,0.6908,1
8/3/2020,amid push for self reliance the govt may impose licensing requirements on imports of furniture toys amp sports goods share your thoughts atmanirbharbharat selfreliantindia ,0,1
8/4/2020,futurebrand index reliance industries makes a strong entry at no in global ranking of brands primed for future success details relianceindustries reliance ril apple futurebrand ranking branding ,0.7003,1
8/5/2020,futurebrand index world s top brands based on perception study take a look futurebrand apple reliance samsung nvidia branding ,0.2023,1
8/8/2020,mukesh ambani becomes fourth richest man overtaking bernald arnault here are the details reliance mukeshambani reliancegroup ,0.5267,1
8/9/2020,here s what the aramco ceo had to say about investing in reliance industries ril reliance reliancejio relianceindustries ,0,1
8/10/2020, mcpro the import embargo on defence items is in line with the government s stated policy of self reliance which companies stand to benefit jitendra dives deep defenceminindia selfreliantindia atmanirbharbharat india ,0.5267,1
8/11/2020,reliance industries has been ranked th in fortunemagazine s list the highest any indian company has been ranked on the fortune global list mukeshambani reliance relianceindustries ril fortune fortune the import embargo on defence items is in line with the govt s stated policy of self reliance which companies stand to benefit find out here rajnathsingh defence aatmanirbharbharat ,0.5859,1
8/14/2020,the supreme court had asked for a plan to recover agr dues from telecom companies going through insolvency proceedings such as reliance communications amp aircel agrcase reliancecommunications telecom india cannot depend on foreign govts and overseas suppliers to meet its requirement of military platforms self reliance in the defence sector is far more crucial defence minister rajnath singh defenceminindia rajnathsingh defence atmanirbharbharat ,0.7003,1
8/15/2020, sponsored from independence to self reliance mastercard salutes sme community of india that s made country stronger and enriched our daily lives join team cashless india to help your local merchant go cashless log on to digitalindia digitalpayments ,0.7579,1
8/17/2020, point analysis what o rvations were made in the sc today in regards to agrhearing find out in this edition by sakshibatra agrcase agrcase agrdues agrcaseupdate reliance rcom jio ,0,1
8/18/2020,just in reliance industries acquires stake in netmeds for rs crore in a deal that pits it directly against amazonin in a hotly contested space check details onlinepharmacy pharmacy relianceindustries reliance netmeds ,0,1
8/19/2020,why ril bought netmeds and what does this mean for e pharmacy space read reliance relianceindustries netmeds ril announced the acquisition of a stake in netmeds so what will the company s entry mean for the e pharma space find out ril reliance relianceindustries netmeds future group is considering selling stakes in its retail arm to reliance industries limited and so the shares of the company hit their upper circuit of read business reliance relianceindustries partnered bandhanbank in has been a key catalyst for promoting self reliance through a diverse range of offerings for msmes find out more about their msme initiatives here explained how did ril acquire netmeds what does the deal mean for the company amp how does it stack up against amazon and flipkart find out reliance relianceindustries netmeds business mcpro ril is pushing the boundary again its majority stake buys in netmeds is a good enough sign that a disruption in pharma distribution is round the corner reliance relianceindustries netmeds reliancejio marketswithmc reliance industries share price rose in early trade today after it acquired majority stake in netmeds check details reliance relianceindustries netmeds stockmarket stockstowatch icymi reliance industries acquires stake in netmeds for rs crore manicontrol brings all the details onlinepharmacy pharmacy relianceindustries reliance netmeds good morning icymi reliance industries acquires stake in netmeds for rs crore check details onlinepharmacy pharmacy relianceindustries reliance netmeds ,0.8511,1
8/21/2020,this one s for all the smart cookies we do the math for you apple reliance relianceindustries nclt gives a nod to initiation of bankruptcy proceedings against rcom chairman anil ambani over rs crore personal guarantee to theofficialsbi nclt anilambani reliance sbi statebankofindia bankruptcy ,0.5719,1
8/22/2020,earlier reliance entertainment had announced that akshay s cop drama will hit the theatres on diwali while will release on christmas this year bollywood mcopinion as the govt draws a road map to achieve its goal of self reliance several key factors shall work in india s favour in the coming financial year writes niranjan hiranandani aatmanirbharbharat vocalforlocal makeforworld ,0.6908,1
8/27/2020,explained shraddhasharma explains why super apps are gaining popularity watch video reliance jio reliancejio amazon tatagroup app tech some respite for anil ambani reliance anilambani rcom dehlihc delhi explained in this edition shraddhasharma explains why super apps are gaining popularity watch the video for more reliance jio reliancejio amazon tatagroup app tech ,0.9682,1
8/29/2020,reliance retail s business footprint spans across retail stores in over towns with million sq ft of retail space relianceretail futureenterprises fg buzz here is why the mega transaction of rs crore cemented the position of reliance retail as the undisputed leader in the organised retail segment relianceretail futureenterprises fg buzz reliance adds future retail to shopping cart for rs crore details relianceretail futureenterprises fg buzz breaking reliance retail to acquire retail and wholesale business as well as the logistics and warehousing business of the future group relianceretail futureenterprises fg buzz ,0.2732,1
8/31/2020,reliance retail future group deal with the two companies combined the majority of the market share of organized retail will fall in their kitty retail relianceretail futuregroup relianceindustries reliance jiofiber just unveiled new tariff plans for indian customers that celebrate naye india ka naya josh check details reliancejiofiber reliancejio relianceindustries technology the futuregroup relianceindustries deal cements the position of reliance retail as the undisputed leader in the organised retail segment and adds muscle to the ongoing battle with amazon for the indian ecommerce market thread relianceretail explained the road ahead for futuregroup and the rescue act by relianceretail reliance stockmarket stock marketswithmc brokerage firms maintained their rating on ril and raised the target price of reliance industries stocks stockmarket stockstowatch mcpro the acquisition of future group assets by reliance puts reliance s retail business in an unassailable position reliance relianceindustries ril business mcpro the transaction with the future group adds to ril s heft in the retail ecosystem it has a force multiplier effect too business businessnews reliance ,0.8402,1
9/1/2020, agrverdict experts say the supreme court verdict could work in favour of reliance jio amp but might be a matter of survival for vodafone idea reliancejio vodafoneidea agrcase agrdues marketswithmc the shares of reliance power fell over as it defaulted on payment of principal amp interest totalling to rs cr stocks stockmarket stockstowatch reliance ,0.8885,1
9/2/2020,the relianceretail amp futuregroup deal is expected to shake things up in the organised retail sector here s what moodysinvsvc thinks about it business reliance ril relianceindustries ,-0.1779,-1
9/5/2020,the fortunemagazine s under list highlights influential people each across categories here s who featured in this list this year fortune ishaambani akashambani reliance mcopinion the acquisition of future group assets by reliance puts reliance s retail business in an unassailable position writes shishir asthana for mcpro futuregroup reliance ril relianceindustries retail fmcg ,0.5574,1
9/6/2020,less than a week after reliance announced competitive high speed unlimited jiofiber broadband plans presence has hit back here s how ,0.9287,1
9/9/2020,a step toward self reliance group of transgenders launch their own eatery business after their lives were adversely affected by the lockdown aipwaani covid lockdown translivesmatter silver lake to invest in reliance retail buys stake for rs crore here are all the details you need to know silverlake relianceretail ril relianceindustries read silver lake partners will invest rs crore in the retail unit of reliance industries relianceindustries relianceretail reliance ril topstoriesonmc silver lake to invest in reliance retail cabinet approves labour code changes astrazeneca covid vaccine study put on hold silverlake reliance astrazeneca do you know when silver lake partners debuted in india and with which investment within reliance industries itself its investment in relianceretail marks the second large one the first was silver lake to invest in reliance retail buys stake for rs cr the investment values reliance retail at a pre money equity value of rs lakh cr all you need to know relianceretail silverlake relianceindustries investment silver lake partners purchased a stake in relianceretail here s all you need to know about the us private equity giant relianceindustries reliance ril silver lake invests in reliance retail buys stake for cr relianceindustries reliance ril relianceretail silverlake investment with silver lake partners investing rs crore in relianceretail here s all you need to know about the company reliance relianceindustries ril silverlake silver lake partners will invest rs crore in relianceretail here are five key things to know about the deal relianceindustries ril reliance silverlake breaking silver lake partners will invest rs crore in the retail unit relianceindustries the investment values relianceretail at a pre money equity value of rs lakh crore details reliance ril silverlake investment ,0.8591,1
9/10/2020, marketswithmc the share price of reliance industries climbed almost to hit its fresh all time high of rs here s what brokerages have to say relianceindustries ril stocks stockmarket stockstowatch marketswithmc reliance industrial infrastructure share price jumped over today after share india securities bought shares of the company reliance relianceindustries ril stocks stockmarket ,0.9729,1
9/11/2020,big story what led to reliance industries topping the market capitalisation let s find out in this edition relianceindustries ril reliance marketswithmc mcpodcast corporate buzz in this edition host keerthana gathers insights from prince on the top corporate news of this past week podcast reliance vodafoneidea in charts reliance industries jet speed journey to hit billion market cap read marketswithmc reliance ril relianceindustries mukeshambani as reliance becomes the st indian company to touch rs t let s take a look at its key market value milestones over the years relianceindustries reliance mukeshambani read reliance industries jet speed journey to hit billion market cap in charts reliance ril relianceindustries mukeshambani ril became the st indian company to surpass a market capitalisation of billion it now ranks th in terms of valuations globally details relianceindustries ril reliance ,0.4939,1
9/12/2020,as reliance becomes the st indian company to touch rs t let s take a look at its key market value milestones over the years relianceindustries reliance mukeshambani read mcpodcast corporate buzz in this edition host keerthana gathers insights from prince on the top corporate news of this past week podcast reliance vodafoneidea happiestminds marketswithmc here s what rajeev srivastava of reliance securities has to say about the current market scenario in an interview with kshanand stockstowatch stockmarket stocks reliancesecurities do you know when silver lake partners debuted in india and with which investment within reliance industries itself its investment in relianceretail marks the second large one the first was silver lake to invest in reliance retail buys stake for rs crore here are all the details you need to know silverlake relianceretail ril relianceindustries read ,0.6597,1
9/13/2020,in charts reliance industries jet speed journey to hit billion market cap read marketswithmc reliance ril relianceindustries mukeshambani ,0,1
9/14/2020, marketswithmc shares of reliance industries amp and its partly paid up stocks climbed about amp respectively to hit new highs in morning trade relianceindustries ril stockstowatch stockmarket ,0.5574,1
9/22/2020,reliance jio has announced the jiopostpaid plus plan here s how you can bag a free netflix subscription with it reliancejio netflixindia reliancejio netflix jio jiopostpaid reliancejio announces big bang plans offers free netflix prime and hotstar here are the tariff plans under jiopostpaid plus reliancejio therohitbansal reliance jio jiopostpaidplus ,0.765,1
9/23/2020,in pics top things to know about the kkr reliance retail deal details kkr reliance relianceretail relianceindustries marketswithmc indian stock market gained today led by gains from reliance industries a look at the numbers so far relianceindustries stockmarket stockstowatch reliance retail operates india s largest fastest growing amp most profitable retail business know all about the latest investment by kkr kkr co relianceindustries relianceretail kkr american buyout firm kkr amp co to invest rs crore in reliance retail for stake here s all you need to know about the private equity giant kkr co relianceindustries relianceretail kkr mcpro private equity firm kkr s investment in reliance retail is yet another affirmation of the monetisation process it means more upside for ril shareholders writes nandish shah relianceindustries relianceretail stockstowatch a closer look at all the jio postpaid plus plans reliancejio reliance relianceindustries reliancejio netflix primevideoin disneyplushs marketswithmc reliance industries share price gains percent in early trade on kkr reliance retail deal relianceretail stockmarket stockstowatch kkr to invest rs crore in reliance retail all you need to about the private equity giant things to know about the deal kkr co relianceindustries relianceretail kkr kkr relianceretail deal us private equity firm kkr amp co will invest rs crore in reliance retail in its second deal with ril kkr co relianceindustries breaking kkr to invest crore in reliance retail for stake check details kkr co relianceindustries relianceretail kkr ,0.923,1
9/24/2020,vodafone idea and s loss is reliancejio s gain trai vodaidea news india reliancejio reliance jio ,0,1
9/26/2020,ril said it has received rs cr from silver lake partners which picked up a stake in relianceretail details reliance relianceretail business ,0,1
9/27/2020, marketswithmc of the top valued firms saw a loss of rs crore in market valuation last week with ril emerging as the biggest laggard relianceindustries reliance stockmarket stocks ,-0.8519,-1
9/28/2020, marketswithmc of the top valued firms saw a loss of rs crore in market valuation last week with ril emerging as the biggest laggard relianceindustries reliance stockmarket stocks ,-0.8519,-1
9/29/2020,iifl wealth hurun india rich list mukesh ambani tops again check out the top reliance relianceindustries mukeshambani ril mukesh ambani continues to top the iifl wealth hurun india rich list for the th consecutive year with a total wealth of rs crore reliance relianceindustries mukeshambani ril ,0.9709,1
9/30/2020, breaking silver lake to invest an additional crore into rrvl a subsidiary of reliance industries silverlake relianceretail ril relianceindustries general atlantic reliance retail deal ril s retail unit is receiving growing interest from overseas investors generalatlantic relianceretail reliance ril generalatlantic here s a look at the crucial numbers after general atlantic reliance retail deal earlier today relianceretail reliance ril generalatlantic mcpro after silver lake and kkr general atlantic has picked up stake in reliance retail with this the ril stock has got more heft relianceretail ril generalatlantic reliance here are key things to know about the reliance retail general atlantic deal relianceretail generalatlantic reliance ril marketswithmc shares of reliance industries added today after generalatlantic invested rs crore in reliance retail reliance relianceindustries generalatlantic relianceretail as generalatlantic buys a stake in reliance retail here s all you need to know about the private equity firm relianceretail ril reliance relianceindustries marketswithmc opening bell indices open lower amid mixed global cues ril in focus reliance stock stockmarket live the investment by generalatlantic will value reliance retail at a pre money equity value of rs lakh crore ril said today relianceretail reliance ril relianceindustries breaking general atlantic partners will invest rs crore in reliance retail in exchange for a stake the rd deal sealed by the relianceindustries unit in as many weeks stay tuned to moneycontrolcom for all the latest updates reliance ril relianceretail ,0.8176,1
10/1/2020,mubadala reliance retail deal key takeaways mubadala mubadala relianceretail relianceindustries fifth deal in weeks underscores growing investor interest in the retail division of reliance industries check details of the latest deal mubadala mubadala relianceretail relianceindustries mubadala reliance retail deal mubadala has over businesses and investments in more than countries click here for more mubadala mubadala relianceretail relianceindustries second significant investment by mubadala in a reliance industries subsidiary all you need to know mubadala mubadala relianceretail relianceindustries mubadala investment co to invest rs crore in the retail unit of reliance industries things you need to know about this deal mubadala mubadala relianceretail relianceindustries abu dhabi state fund mubadala investment co to invest rs crore for in the retail unit of reliance industries mubadala mubadala relianceretail relianceindustries ril reliance retail deal silver lake s co investors to add another rs crore find out more silverlake relianceretail relianceindustries ril marketswithmc shares of reliance industries gained a percent today after news of silver lake s additional investment of rs crore in reliance retail reliance relianceretail relianceindustries ril silver lake to invest an additional rs crore in reliance retail which will take their total investment to rs crore in exchange for a stake silverlake relianceretail relianceindustries ril ,0.8519,1
10/2/2020,just in global investment firm tpg will inject rs crore in the retail division of reliance industries for a percent stake reliance investment breaking global investment firm gic to invest rs crore in reliance retail for stake all you need to know relianceindustries relianceretail ril find out about the rt pcr kit developed by reliance life sciences business coronavirus health reliance ,0,1
10/3/2020,gic tpg to invest combined rs crore in reliance retail relianceindustries relianceretail ril gic tpg in less than three days reliance industries has entered into five deals to sell stake in rrvl all about the recent investments from gic amp tpg relianceindustries relianceretail ril gic tpg singapore investment company gic will invest rs crore in the retail unit of reliance industries joining the rush of global investors buying stakes in the indian company icymi tpg to inject rs crore in the retail division of ril latest investment values reliance retail at a pre money equity value of rs lakh crore tpg relianceindustries relianceretail icymi singapore investment company gic to invest rs crore in the retail unit of reliance industries relianceindustries relianceretail ril gic ,-0.836,-1
10/4/2020, th deal in weeks underscores growing investor interest in the retail division of reliance industries check details of the latest deal mubadala mubadala relianceretail relianceindustries ,0.5719,1
10/5/2020, mcopinion why is reliance retail enjoying pride of place for ril just consider these statistics subscribe to mcpro as we explain relianceindustries reliance ril marketswithmc tata consultancy services becomes the nd indian company after reliance industries to attain a market valuation of more than rs lakh crore tataconsultancyservices tata stockmarket marketswithmc shares of reliance industries rose in the early trade today after the company sold a further stake in reliance retail stockmarket stocks relianceindustries reliance ,0.7906,1
10/6/2020,reliance retail has raised rs crore from eight global investors in less than four weeks adia reliance retail deal check details adia relianceindustries relianceretail breaking abu dhabi investment authority to invest rs crore in reliance retail for a stake adia relianceindustries relianceretail ,0.0772,1
10/9/2020, reliancejio has launched a carry forward your credit limit feature for all the users who would want to migrate to their postpaid network reliance reliancejio ril ,0.5267,1
10/12/2020,reliance jio becomes the first mobile service provider to cross crore customers mark in india with the net addition of over lakh subscribers in july trai data relianceindustries telecom jio reliancejio trai ,0,1
10/15/2020,ril receives rs crore from kkr for reliance retail company allots shares watch the video below reliance ril relianceretail ,0.296,1
10/18/2020,reliance jio gained million active subscribers in july while amp vodafone idea lost million and million active users respectively check more updates from the latest trai report jio vodafoneidea reliancejio trai ,0.7964,1
10/20/2020, breaking reliance jio amp qualcomm technologies successfully test their g mobile network in india reliancejio qualcomm in relianceindustries g ,0.4939,1
10/21/2020,reliance jio qualcomm deal what will the indigenous g technology offer find out reliancejio qualcomm in relianceindustries g here s what mathew oommen reliance jio infocomm president said on reliance jio qualcomm g network deal reliancejio qualcomm in relianceindustries g what does the reliance jio qualcomm g network deal mean for india find out reliancejio qualcomm in relianceindustries g reliancejio announced that it will join hands with qualcomm to develop an open and interoperable interface here s what it will mean for users in india reliance reliancejio qualcomm ,0.296,1
10/22/2020, earningswithmc reliance power posts over two fold rise in its consolidated net profit at rs crore in q mainly due to higher revenues earnings economy relianceindustries reliancepower didyouknow reliance jio has launched its own web browser called jiopage all you need to know reliancejio reliance jio tech ,0.9788,1
10/23/2020,this flipkart aditya birla fashion deal is the nd in the offline consumer space in so far in aug reliance retail had acquired future group s retail business too details flipkart adityabirlafashion relianceretail futuregroup mcopinion the move by reliance jio to develop an indigenous g solution has not just given the indian r amp d ecosystem an edge but also spurred the innovation spirit reliancejio reliance reliancejio ,0.705,1
10/25/2020,reliance industries limited to roll back salary cuts for the employees and hand over the performance bonus that was deferred after the business was hit by the coronavirus lockdown relianceindustries mukeshambani business covid amazon wins interim award against its partner future group selling its retail business to reliance industries after judge arbitration panel put the deal on hold amazon relianceindustries business marketswithmc rajeev srivastava of reliance securities shares his views on the market top technical trading ideas for the next three four weeks and more stockmarket stockstowatch full interview with kshanand ,0.9545,1
10/26/2020,reliance retail said that it intends to enforce its rights and complete the transaction with future group without any delay watch the video to know more relianceretail reliance futureretail futuregroup mcopinion steps such as ril s will certainly help bridge the gap that could have cropped up between manufacturing and buying more such efforts from other industrial houses and businesses will certainly help m rajendran economy reliance ril decision to sell the retail business to reliance industries was in compliance with the agreements signed with amazon future retail limited futuregroup relianceindustries amazon marketswithmc the indian stock market is trading in the red dragged by heavyweight reliance industries here s a look at the numbers from different sectors stockmarket stockstowatch marketswithmc future ril deal on a pause reliance industries share price trades lower stockmarket stockstowatch amazon wins interim order against partner future group selling its retail business to reliance industries for rs amazon relianceindustries retail ,0.687,1
10/27/2020, mcopinnion does amazon intend to get into brick and mortar retail or are these tactical moves to scuttle competition to remain a dominant player in one of the world s fastest growing retail markets amazon reliance retail in the jeff bezos vs mukesh ambani battle royale for the indian retail market here are unknown facts you should know jeffbezos mukeshambani reliance amazon ,0.296,1
10/30/2020, mcproresearch reliance industries posts strong recovery in the sept quarter read ril reliance rilresults earningswithmc reliance retail on october reported a percent yoy decline in q fy revenue at rs cr earnings relianceretail rilresults flameoftruth earningswithmc ril q consolidated net profit at rs crore versus rs ril relianceindustries reliance flameoftruth earningswithmc reliance jio reported a q fy net profit of rs cr crore against rs cr crore yoy earnings reliancejio relianceindustries earningswithmc reliance jio q net profit at rs while the revenue is at cr reliancejio flameoftruth rilresults marketswithmc ril share price gained today ahead of the company s sept quarter earnings announcement reliance relianceindustries stocks rilearnings earningswithmc reliance industries expected to show a strong rebound in q fy sequentially in retail business jio likely to maintain its earnings growth on all parameters earnings economy relianceindustries stockstowatch ,0.9899,1
11/2/2020,future group would succeed if it challenges the singapore arbitral authority s order against its deal with ril in the delhi hc says an expert futuregroup singapore ril delhihc reliance marketswithmc shares of reliance industries shed nearly intraday today after the company reported its q fy earnings reliance relianceindustries ril stockstowatch stockmarket marketswithmc reliance industries reports strong earnings for q here are the brokerages views on the stock stockmarket stockstowatch relianceindustries ,0.8519,1
11/3/2020,future retail has filed a caveat in delhi hc after the singapore arbitration court s interim stay order on the deal with reliance retail reports cnbctv news futureretail delhihc reliance relianceretail singapore ,0,1
11/5/2020,in pics saudi fund pif en with an investment of rs crore in exchange for a is the newest investor in reliance retail details ril relianceindustries relianceretail saudifund pif breaking reliance industries said that pif en will invest rs crore or roughly billion in its retail unit in exchange for a ril relianceindustries relianceretail ,0,1
11/7/2020,future retail ltd moves the delhi hc against amazon for interfering in its rs cr deal with reliance industries by misusing an arbitration order passed by the siac ril amazon business delhihc ,0.34,1
11/12/2020,ril will invest up to million in breakthrough energy ventures iilp details reliance relianceindustries ril ,0.2732,1
11/15/2020,reliance industries ltd has bought a stake in online furniture retailer urban ladder for rs cr reliance relianceindustries urbanladder ,0,1
11/18/2020,troubling times for amazon ahead by skirting govt approvals here s how amazon has exposed itself to legal danger by dir ed amp sebi india futuregroup reliance relianceretail futureretail explained here s why the future group is free to go into a scheme of arrangement to merge and sell assets to whomsoever it pleases futuregroup futureretail reliance relianceretail amazon ,-0.872,-1
11/19/2020,ril has said it has completed the sale of about stake in reliance retail to a clutch of foreign investors for rs cr reliance relianceltd investment amazon is not entitled to object to the future group reliance retail deal because it doesn t have skin in the game advocate harish salve said reliance relianceltd futuregroup amazon may find itself trapped as its attempt to block reliance s takeover of future s assets is stymied by legal contradictions talktotarun explains amazon futuregroup reliance business futureretail let s see why would amazon resort to legal misadventures in india and what has led to its mounting legal challenges explains manojkhammurabi amazon amazon futuregroup reliance business ,0.0736,1
11/20/2020,cci approves the acquisition of retail wholesale logistics and warehousing businesses of future group by rrvl and reliance retail and fashion lifestyle ltd cci india relianceretail futuregroup ,0.4019,1
11/21/2020,reliance s managing director and chairman mukesh ambani said india has entered a crucial phase in its fight against covid and that the country cannot afford to let the guard down at this juncture covid india ril chairman mukesh ambani spoke at the th convocation of pdpu today here s what he said during the virtual address mukeshambani pdpu reliance ,-0.3818,-1
11/23/2020,aiming to boost the income of local artisans under vocal for local mission reliance retail ltd showcased more than artisan crafted products this festive season reliance relianceretail vocalforlocal marketswithmc ril share price jumped over today after cci approved future group reliance retail deal ril reliance stockmarket stockstowatch ,0.8807,1
11/24/2020,reliance retail ltd showcased more than artisan crafted products from over gi clusters this festive season relianceretail festiveseason vocalforlocal ,0.5423,1
